Node1	Node2	Score
NCAPH	TOP2A	0.954
RPL34	RPS15A	0.999
SNRNP40	SNRNP27	0.963
SF3B5	SNRPE	0.999
EIF3H	RPL15	0.984
RPL6	SEC61G	0.978
ERH	SNRPD1	0.985
RPL32	RPS21	0.999
ATP5MG	ATP5MD	0.983
RPL21	RSL24D1	0.962
RPL37	RPL15	0.999
RPL21	RPS24	0.999
CENPA	MAD2L1	0.99
EIF3E	RPS19	0.992
NDUFA9	NDUFS5	0.999
PLAUR	SERPINE2	0.958
SNRPF	SNRPD1	0.999
IFIT2	MX2	0.979
FAU	RPS29	0.999
VEGFA	PGF	0.954
SRP14	RPS27L	0.982
SRP14	RPS21	0.996
EIF3H	RPS14	0.989
RPL5	UBA52	0.999
RPL7A	RPSA	0.999
MRPL19	MRPL36	0.998
SEC61G	RPS3	0.982
LY6E	PSCA	0.974
RPS24	RPL36AL	0.997
MRPS33	MRPL36	0.995
RPS16	RPS25	0.999
UQCRFS1	NDUFA6	0.95
RPL35	RPL27A	0.999
NDUFA5	NDUFB1	0.994
RPS24	RPL9	0.999
OASL	STAT2	0.956
RBX1	FBXW5	0.965
RPL26L1	RPL31	0.998
RPS19	RPL32	0.999
ATP5PB	ATP5MC2	0.992
SNU13	SF3A2	0.97
PSMD10	PSMD14	0.999
COX6C	UQCR10	0.972
MRPL18	MRPS14	0.985
SYF2	SF3B5	0.962
RRM2	TYMS	0.97
FBXO5	CDK1	0.996
MRPL22	MRPL48	0.983
RPL19	RPL34	0.999
BUB1B	CCNB2	0.997
MRPL36	MRPS23	0.985
RPL5	RPL37A	0.999
HDAC7	KAT2B	0.965
RBX1	POLR2L	0.963
COX7C	UQCRQ	0.999
NDUFAB1	NDUFA12	0.999
FAU	RPL9	0.999
COX7C	ATP5MD	0.965
UBE2C	TYMS	0.972
RPLP0	RPS13	0.999
RPL19	RPS26	0.999
CCNA2	MAD2L1	0.999
SPC25	CCNB2	0.986
CWC15	SNRPE	0.996
MRPL51	MRPS16	0.986
LTA	LTB	0.992
SEC61B	RPL38	0.996
PBK	CDK1	0.997
MRPL43	MRPL19	0.998
RPS16	RPLP1	0.999
RPS24	RPS27A	0.999
FOS	TNF	0.981
RPS21	RPS18	0.999
MRPL22	MRPL19	0.998
RPF1	NIFK	0.992
SEC61B	RPL15	0.996
KAT2B	ENY2	0.963
CAV2	SRC	0.955
NDUFAB1	NDUFA4	0.981
MRPL50	MRPL1	0.983
PSMD14	NEDD8	0.987
MRPL27	MRPL3	0.999
RPL21	RPL23A	0.999
RPL26L1	RPS12	0.996
ATP5F1E	COX6C	0.963
RPS14	UBA52	0.999
POLR2F	GTF2H5	0.995
SNU13	RPS18	0.968
MRPL27	MRPL11	0.999
INTS12	INTS1	0.999
DLGAP4	DLG3	0.982
ASF1A	HAT1	0.97
RPL19	RSL24D1	0.979
MRPS28	MRPS21	0.976
MX2	IFITM1	0.968
CCNA2	BUB1B	0.999
RPP40	POP5	0.992
RPS13	RPL21	0.999
RPS19	RPL22L1	0.997
MRPL39	MRPL13	0.993
RPS15A	RPLP2	0.999
SEC61B	SPCS1	0.989
COX6A1	UQCR10	0.962
ATP5F1E	ATP5PD	0.999
AGA	GCA	0.983
RPL38	RPL10A	0.999
RPL6	RPS16	0.999
RPL9	RPL36AL	0.997
RPL27	RPS18	0.999
POLR2L	SNRPE	0.989
ATP5MG	ATP5PD	0.999
MRPL47	MRPL58	0.998
RPS8	RPS18	0.999
NDUFS4	NDUFB1	0.998
RPL6	RPL29	0.999
HMMR	CDK1	0.993
RPL7A	RPL37A	0.999
NFKB2	MYD88	0.972
MRPL15	MRPS22	0.985
RPS12	UBA52	0.999
RPL32	UBA52	0.999
ATP5MC3	MT-ATP6	0.992
RPS15	RPS24	0.999
BRIX1	RSL24D1	0.974
PIPOX	DDO	0.951
SF3A2	SNRPB2	0.998
DDX58	STAT1	0.992
RPS16	RPL13A	0.999
RSL24D1	RPF2	0.995
MRPS28	MRPS18C	0.983
LY96	MYD88	0.976
IFI6	ISG20	0.961
RPL19	RPS29	0.999
RPL35	RPS29	0.999
RPS15A	RPL14	0.999
CCL1	CXCL9	0.964
RPL24	RPS8	0.999
MRPL22	MRPL57	0.983
ATP5PB	ATP5PD	0.999
ATP5PF	NDUFA6	0.965
RPS11	RPL10	0.999
RPL27	RPL7	0.999
OASL	IFI27	0.965
MRPL50	MRPL36	0.984
SNRPE	PPIL3	0.964
RSAD2	MX1	0.997
MRPL3	MRPS28	0.985
PLK4	CETN2	0.972
RPS25	RPS27A	0.999
SEC61G	SRP14	0.964
CCND1	CDKN2C	0.985
UQCR10	UQCRHL	0.976
SEC61G	RPL39	0.998
SKP1	CDK1	0.95
LSM7	LSM6	0.999
TTK	MAD2L1	0.998
RPL9	RPL39	0.999
RPS3A	RPL7	0.999
RPL15	RPL12	0.999
TPT1	RPS29	0.958
CAV1	SRC	0.992
RPS6	TBL3	0.978
RPL34	RPL37	0.999
MRPL58	MRPS23	0.985
MRPL17	MRPL16	0.998
RPLP0	RPLP2	0.999
MRPL13	MRPL40	0.998
CKS2	MAD2L1	0.978
NDUFS4	NDUFA7	0.999
RSL24D1	RPL9	0.983
RPS16	RPL34	0.999
MRPL17	RPS18	0.966
OAS3	XAF1	0.984
RPL19	RPL23A	0.999
MRPL51	MRPS21	0.974
UQCRB	NDUFS4	0.988
RPS8	RPL14	0.999
ISG20	IFITM1	0.969
PCNA	RAD51B	0.952
MRPS14	MRPL47	0.994
RPL39L	RPS27L	0.993
RPL35	RPL13A	0.999
ATP5F1C	ATP5PD	0.999
RPS27L	RPL39	0.998
CENPA	NPM1	0.95
MRPL47	MRPS16	0.999
MED21	MED7	0.999
RPL7	RPL27A	0.999
OASL	IFITM1	0.971
RSL24D1	NIFK	0.985
NPR3	NPPA	0.985
RPL37	RPL14	0.999
RPL27A	RPL39	0.999
PSMA2	PSMB7	0.999
LSM8	LSM3	0.999
CCNB1	PBK	0.986
SNRPF	POLR2K	0.971
BIRC5	KIF18A	0.952
COX5B	UQCRQ	0.998
SETD1A	DPY30	0.996
MRPL32	MRPL17	0.999
IMP3	RPS18	0.993
RPS19	RPL36	0.999
RPL37A	RPL12	0.999
NDUFAB1	NDUFB6	0.999
UQCRQ	COX6C	0.995
MRPL47	MRPL48	0.996
RPL5	EIF3M	0.99
RPS14	RPL27A	0.999
CDC45	GINS2	0.999
RPL10	RPS3	0.999
NDUFS4	NDUFA12	0.999
RPL9	MRPL36	0.966
STMN1	CDK1	0.99
RPL36	RPS21	0.999
XAB2	SF3B6	0.955
RPS8	RPS4X	0.999
RPL24	RPS18	0.999
RPL23	RPL9	0.999
PSMB1	PSMB7	0.999
RPL9	RPL39L	0.995
MRPS14	MRPS22	0.983
SEC61B	RPS6	0.996
MRPS33	MRPL3	0.985
NDC80	BUB1	0.999
MRPL27	MRPL58	0.997
RPS21	RPS29	0.999
RPS4X	RPS28	0.999
SNX6	SNX2	0.997
CDC25C	CDK1	0.999
NDUFB9	ATP5F1C	0.99
CCNB2	PBK	0.968
RPS3A	RPS21	0.999
RPSA	RPS4X	0.999
RPS27A	UBA52	0.999
RPS14	RPS27L	0.998
ERH	SNRPG	0.996
EEF1B2	RPL37A	0.955
RPS11	RPL14	0.999
SNRPD2	LSM1	0.964
RPS19	FAU	0.999
RPS6	RPL32	0.999
RPL6	EEF1B2	0.985
RPL24	RPL13A	0.999
RPL34	RPS11	0.999
NOTCH2	RFNG	0.952
RPS11	RPL38	0.999
RPL6	EIF3H	0.987
EIF3M	RPS18	0.998
RPL13A	RPL10A	0.999
RPS3A	RPS3	0.999
RPS16	RPS14	0.999
MAGOHB	CWC15	0.984
SF3B5	SART1	0.996
SRP14	RPL13A	0.952
RPS13	RPS21	0.999
BUB1B	CENPN	0.985
BIRC5	TTK	0.95
MRPL27	MRPL54	0.997
RPL5	RPL7A	0.999
RPL19	RPL13A	0.999
NDUFA2	NDUFA12	0.999
STAT1	MX2	0.975
RPL10	RPL7A	0.999
RPL26L1	SRP14	0.981
RPL21	RPS27L	0.999
RPLP0	RPL39	0.999
SNRPG	NOP10	0.954
RPL30	RPS27L	0.998
HERC5	MX2	0.98
RPL34	RPL36	0.999
CKAP2	CDK1	0.956
ZWINT	CDK1	0.988
RPL7	RPS18	0.999
RPS6	RPL36AL	0.997
MRPL35	MRPL15	0.997
RPS8	FAU	0.999
MAGOHB	BCAS2	0.985
GRIN2C	GRIN1	0.972
IFI35	MX1	0.989
MRPL22	MRPL32	0.996
SNRNP27	POLR2G	0.951
MRPL32	MRPL15	0.999
NSL1	ZWINT	0.999
ELOC	COMMD1	0.953
NDC80	MAD2L1	0.999
RPL23	RPL29	0.999
MRPL15	MRPL11	0.999
PSMA3	PSMD10	0.973
RPS3A	RPS27L	0.999
RPL13A	RPS26	0.999
GTF2B	POLR2K	0.998
NDUFB2	UQCRH	0.96
MRPL32	MRPS18C	0.997
MRPS33	MRPL48	0.989
MRPS14	MRPL33	0.997
RPS19	RPS29	0.999
BIRC5	CENPH	0.969
RPL34	RPL37A	0.999
POLR2I	SUPT5H	0.998
RPSA	RPL23A	0.999
RPS15	RPL12	0.999
EEF1A2	RPL15	0.951
RPS11	RPSA	0.999
KAT2B	SIN3B	0.966
SNRPF	SART1	0.995
RPL24	RPS29	0.999
RPL6	RPS21	0.999
CYCS	SDHD	0.964
RPL36	RPL37	0.999
SNRPG	POLR2K	0.965
ATP5PF	ATP5MD	0.972
RPS13	RPLP2	0.999
RPS16	SRP14	0.997
IFI35	STAT2	0.966
RPL32	RPS27L	0.997
CCNA1	MAD2L1	0.96
SPC25	MAD2L1	0.988
MRPL32	MRPL18	0.998
RPS12	RPL22L1	0.99
ITGB3BP	CENPP	0.998
RPL37	RPLP2	0.999
RPLP0	RPL23A	0.999
DLGAP4	DLGAP3	0.98
CCNB1	RACGAP1	0.965
NDUFAB1	NDUFB3	0.999
RPL26L1	RPLP2	0.999
SNU13	LSM7	0.998
RPL19	RPS24	0.999
RPS19	UBA52	0.999
UBE2V2	UBA52	0.996
RPS13	RPL36AL	0.996
RPL37	RPL22L1	0.996
MRPS33	MRPL58	0.983
SRP9	RPL37A	0.995
NSL1	KNL1	0.998
RPL31	RPL10A	0.999
RPS19	RPS3A	0.999
NDUFA2	NDUFS5	0.999
NDUFAF2	NDUFS3	0.956
ATP5PD	ATP5MD	0.955
RPS20	RPL38	0.999
DTX1	DNER	0.967
NDUFC1	NDUFA2	0.999
RPL30	RPL39L	0.995
RPL19	RPS15A	0.999
RPS16	RPS4X	0.999
RSL24D1	RPL15	0.968
KIF18A	NUF2	0.991
RPL23	RPS8	0.999
KIF20A	CCNB1	0.981
MRPL51	MRPL36	0.995
IFIT3	IFITM1	0.977
MRPL50	MRPL21	0.99
MRPL22	MRPL42	0.996
UQCRQ	UQCRHL	0.983
RPL27	RPS4X	0.999
NDC80	CCNA2	0.978
RPL31	EIF3M	0.965
TIMM9	TIMM23	0.987
RPL6	RPL35	0.999
RPS20	RPL37A	0.999
NDUFB4	NDUFS3	0.999
RPL36AL	RPL10A	0.999
RPS24	RPL39	0.999
IFIT3	IFI6	0.992
SKP1	FBXO4	0.975
CCNB1	DIAPH3	0.978
RPL6	RPL37	0.999
RPS3	RPL39L	0.996
RPL5	MRPL17	0.964
RPL22L1	RPS29	0.997
NEDD8	PSMD6	0.964
RPL19	RPL10A	0.999
RPL36AL	RPLP2	0.996
BUB1B	UBE2C	0.997
MRPL34	MRPL11	0.986
SNRNP40	PHF5A	0.996
CENPL	CENPN	0.993
RPS24	FAU	0.999
MRPL58	MRPS16	0.998
IFIT3	IFIT2	0.997
SNRPB2	SART1	0.995
MRPL16	MRPL58	0.992
RPS14	RPL15	0.999
CCNA2	ANAPC10	0.956
RPL24	RPS27A	0.999
PSMD10	PSMB7	0.951
RPS11	RPL22L1	0.994
EIF3H	RPL30	0.974
RPS20	RPLP0	0.999
RPS15A	RPL39	0.999
HERC5	UBE2L6	0.994
RPL31	RPL22L1	0.997
RPL19	RPL35	0.999
RPL9	RPS14	0.999
RPS20	RPL21	0.999
RPS13	RPSA	0.999
RPL26L1	RPL32	0.997
RPL14	RPS4X	0.999
RPL31	RPS4X	0.999
RPS19	RPL27A	0.999
RPLP0	RPS3	0.999
RPS19	EIF3M	0.995
NEDD8	PSMA5	0.957
RPL39L	RPS29	0.997
SNRPD2	SNRPD1	0.999
CCNB2	CENPN	0.986
SEC61B	RPS29	0.986
MRPL15	MRPL54	0.99
NDUFA1	NDUFS4	0.996
RPS19	RPS11	0.999
MRPL39	MRPS18C	0.985
PSMD6	PSMB3	0.999
SF3A2	LSM8	0.976
RPLP2	UBA52	0.999
RPS16	RPS27L	0.999
RPS19	RPS21	0.999
RPL31	RPS8	0.999
RPL37A	RPL23A	0.999
UBE2V2	SUMO2	0.956
PHF5A	SYF2	0.973
RPL27	RPL32	0.999
RPL11	RPL9	0.999
RPS20	RPL36AL	0.997
RAN	H2AFZ	0.983
MRPS33	MRPL39	0.976
SUMO1	RAN	0.951
PSMA4	PSMB9	0.999
KAT2B	TAF12	0.987
RPL7	NIFK	0.978
MRPL27	MRPL20	0.999
RPL11	RPS3A	0.999
RPL23	RPL39L	0.995
SDHB	NDUFA2	0.955
RPL19	RPS3	0.999
RPLP0	RPS27L	0.991
COX5B	UQCRB	0.995
MRPS33	MRPL42	0.985
RPS20	RPL30	0.999
RPLP0	RPS19	0.999
MRPS22	MRPL48	0.994
OAS3	IFI27	0.957
RPL22L1	UBA52	0.993
RPL7A	RPS14	0.999
MRPL51	MRPL54	0.984
BCAS2	CWC15	0.999
CCNB1	UBE2C	0.998
RPL9	UBA52	0.999
TTK	CDK1	0.993
RPS27A	RPS27L	0.997
CHCHD1	MRPS21	0.984
STAT2	IFNB1	0.965
RPS13	RPL12	0.999
PSMG2	PSMB3	0.973
MRPS18C	MRPL36	0.996
RPL24	RPS15	0.999
BUB1	CENPP	0.951
COX6A1	UQCRFS1	0.98
NDUFA9	NDUFA6	0.999
RPLP1	RPL37	0.999
RPL23A	UBA52	0.999
RPS15	UBA52	0.999
PFDN2	VBP1	0.999
MRPL48	MRPL21	0.985
OAS1	IFI27	0.978
RPL23	RPL13A	0.999
MRPS22	MRPL20	0.983
LSM5	LSM7	0.999
CMPK2	NME1	0.95
RPL35	FAU	0.999
MRPL3	MRPL48	0.984
RPS15A	RPS11	0.999
MRPL15	MRPL48	0.986
RPSA	RPL37A	0.999
MRPL13	MRPL54	0.988
MAD2L1	CKS1B	0.982
RPL21	RPS4X	0.999
MRPL22	MRPL51	0.984
NDUFB2	NDUFA9	0.994
RPS13	RPL27	0.999
SRP14	RPL12	0.996
RPS27A	RPL36AL	0.998
HIST2H2AC	PCGF2	0.96
NDUFB2	NDUFA1	0.998
TYK2	STAT2	0.995
CCND1	E2F5	0.966
RPL24	RPL37	0.999
RPL23	RPSA	0.999
MRPL22	MRPL3	0.999
RSAD2	USP18	0.962
CCND1	CKS1B	0.972
MRPL17	MRPL11	0.998
OAS1	IFIT2	0.987
DHCR24	LSS	0.978
RPS24	IMP3	0.99
NDUFAB1	NDUFB1	0.998
RPL9	RPS21	0.999
KIF20A	TOP2A	0.984
RPS6	EIF3H	0.992
RPL31	RPS19	0.999
RPL29	RPL22L1	0.997
RPS15A	NOC4L	0.964
PSMB1	PSMA5	0.999
MRPL17	MRPL58	0.997
RSAD2	IFITM1	0.97
RPS20	RPS18	0.999
SDHB	CYCS	0.974
FBXO4	FBXW5	0.951
ANAPC10	UBE2C	0.994
POLR2K	POLR2G	0.999
MRPL3	MRPS16	0.998
RPL36AL	RPL23A	0.997
RPL31	RPL12	0.999
RPS8	RPL29	0.999
RPS15	RPL23A	0.999
TECR	HACD4	0.962
RPS15	RPS6	0.999
SEC61G	RPS8	0.996
MRPL58	MRPL54	0.991
MRPL51	MRPL58	0.996
PSMB7	UBA52	0.988
SNRNP40	XAB2	0.994
RPL13A	RPL9	0.999
MRPL47	MRPL54	0.995
RPS27A	RPL38	0.999
ATP5PF	UQCRQ	0.979
SNRPG	PPIL3	0.959
RPS13	RPL9	0.999
COX7A2	NDUFA4	0.951
MRPL43	MRPL3	0.998
RPS15	RPL10	0.999
RPLP0	RPS3A	0.999
RPL36	RPL10	0.999
NUF2	CENPP	0.953
CENPQ	NDC80	0.956
PRELID3A	TRIAP1	0.992
MRPL50	MRPL54	0.982
COX7A2L	COX6C	0.989
NDUFAF4	NDUFS4	0.96
RPL37	EIF3M	0.97
MRPS18C	MRPL33	0.993
RPL9	RPSA	0.999
MRPL11	MRPL21	0.999
RPL19	RPS21	0.999
MRPL19	MRPL57	0.996
CENPH	CENPN	0.994
MRPL21	MRPL42	0.996
MRPL50	MRPL15	0.997
RPS8	RPL39L	0.996
RPLP0	RPL32	0.999
RPL32	RPS3	0.999
RPLP1	RPS4X	0.999
RPS8	RPL10	0.999
NDUFA2	NDUFA6	0.999
RPS6	RPL29	0.999
MRPL16	MRPL40	0.999
RPL7	RPL39	0.999
RPL13A	RPL29	0.999
RPL34	RPL21	0.999
XAB2	SART1	0.98
NDUFB2	NDUFA2	0.999
RPL36	UBA52	0.999
NDUFB4	UQCR10	0.955
RPL11	RPL30	0.999
SYF2	SNRPD1	0.988
NDUFAB1	NDUFS5	0.999
NTN1	UNC5B	0.998
RPL36	RPL15	0.999
RPL23	RPS29	0.999
SNRPF	MAGOH	0.99
RPL24	RPL32	0.999
RPS27A	RPL29	0.999
MRPL50	MRPL48	0.997
RPS16	RPL30	0.999
RPS13	RPL24	0.999
NDUFB9	COX6C	0.954
RPS16	RPL14	0.999
RPS15	RPL14	0.999
RPS3A	RPL7A	0.999
NDUFA5	UQCRQ	0.992
HIST1H2BD	HIST2H2AC	0.973
CEP55	BUB1	0.96
XPA	GTF2H2	0.969
RPL10	RPSA	0.999
RPL19	RPS4X	0.999
IFIT3	OASL	0.995
IFI6	XAF1	0.984
RPS13	RPL15	0.999
NDUFAB1	ATP5F1C	0.969
BCAS2	SNRPB2	0.997
EIF3E	RPL23A	0.954
MRPS18C	MRPL11	0.99
RPL36	EIF3H	0.954
RPS20	RPS27A	0.999
EPN1	HIP1	0.974
LUM	CHST6	0.974
RPL39L	RPS26	0.996
MRPL18	MRPL36	0.989
MRPL27	MRPS16	0.999
CCND1	CCNH	0.953
ZCRB1	RNPC3	0.975
HDAC7	AR	0.95
EIF3H	EIF3M	0.999
KIF20A	RACGAP1	0.999
RPLP1	UBA52	0.999
MRPL39	MRPL17	0.988
MED4	MED21	0.994
SNU13	LSM3	0.998
SF3B6	SNRPF	0.971
MRPL43	MRPL1	0.972
RPL34	RPS13	0.999
RPL13A	EIF3M	0.985
RPL35	RPL29	0.999
RPS15	MRPS14	0.95
NSL1	NUF2	0.99
CEP55	UBE2C	0.957
RPL32	RPL22L1	0.995
RPL5	RPS4X	0.999
RPL7	RPL15	0.999
RPS16	UBA52	0.999
RPL35	RPL37A	0.999
SNRPG	SNRPD1	0.999
NDUFC1	NDUFA12	0.999
OAS2	IFI27	0.964
RPL5	RPL10A	0.999
RPL5	RPS11	0.999
STAT1	IFNB1	0.972
RPS8	RPL38	0.999
RPS11	RPL10A	0.999
RPS19	RPL13A	0.999
UQCR10	NDUFA6	0.989
PRDX4	TXNDC5	0.97
NDUFB1	NDUFA12	0.998
RPL23	RPS3	0.999
MRPL58	MRPL33	0.997
RPS24	RPL29	0.999
MRPL15	MRPL36	0.998
PSMB4	PSMB8	0.999
RPS15A	EIF3H	0.99
SPCS1	SPCS2	0.999
LSM8	SNRPF	0.999
RPS16	RPS15	0.999
MRPL43	MRPL48	0.983
RPL15	RPLP2	0.999
RPL11	RPSA	0.999
RPL21	RPL10	0.999
NDUFAB1	UQCRFS1	0.986
RPS6KA2	TSC2	0.96
SF3B5	RNPC3	0.973
RPS6	RPL14	0.999
POLR2L	GTF2H5	0.997
MRPL16	MRPL42	0.995
POLR2F	GTF2H2	0.987
MRPS18C	MRPL57	0.981
RPL36AL	RPS21	0.996
WDR61	SUPT5H	0.975
MRPL27	MRPS21	0.99
PLCG1	RET	0.985
RPL32	RPL29	0.999
RPL27	RPS27A	0.999
RPL26L1	SEC61G	0.986
RPL36	RPS6	0.999
RPL12	RPS28	0.999
RSL24D1	RPL7	0.967
TTK	TOP2A	0.974
RPL24	RPLP2	0.999
RPL7A	RPS27L	0.998
RPS16	FAU	0.999
RPS13	SRP14	0.997
RANGAP1	SUMO2	0.997
OASL	MX1	0.999
RPS25	RPL27	0.999
RPS21	RPL38	0.999
RPLP1	FAU	0.999
RPL19	FAU	0.999
MRPS14	MRPL54	0.981
RPS11	RPL23A	0.999
ATP5F1E	NDUFA2	0.967
ATP5PD	MT-ATP6	0.994
KIF20A	DLGAP5	0.98
GGT7	OPLAH	0.954
RPS3A	RPL10A	0.999
RPL23	RPL23A	0.999
CCNB1	MAD2L1	0.998
RBX1	SKP1	0.999
RPF1	RSL24D1	0.973
SNU13	LSM6	0.997
NLRC4	CASP1	0.997
RPL31	RPS28	0.999
RPS20	RPL7A	0.999
RPL10A	RPS18	0.999
RPL32	RPS29	0.999
RPS14	IMP3	0.993
SNU13	RPS16	0.99
NDUFB3	NDUFB6	0.999
SNRPD1	POLR2L	0.974
RPS12	RPL30	0.999
OAS2	RSAD2	0.992
RPLP0	RPS27A	0.999
OAS1	TRIM22	0.954
MRPL18	MRPL17	0.998
RPS25	RPL21	0.999
SIN3B	SAP30	0.99
GTF2H2	POLR2G	0.99
PSMA4	ELOC	0.952
POMP	PSMB7	0.978
MRPS14	CHCHD1	0.988
RPL11	RPL14	0.999
MRPS22	MRPL40	0.99
SNRPC	LSM8	0.964
SNRPD1	POLR2G	0.955
RPS13	RPL7	0.999
MIB2	UBA52	0.959
MRPL19	MRPL47	0.999
EEF1B2	RPL15	0.977
SEMA7A	ITGA1	0.954
RPS3A	RPL39L	0.995
DVL2	PRICKLE1	0.99
MRPL18	MRPL58	0.998
MRPL21	RPS18	0.952
RPS12	RPL10A	0.999
RPL30	RPL22L1	0.997
COX7A2L	COX5B	0.978
SEC61B	RPL7A	0.996
RPL7A	RPL30	0.999
RPL6	RPLP2	0.999
COX7A2	COX7C	0.995
RPS11	RPS4X	0.999
SETD1A	HIST2H2AC	0.955
PLK4	CDK1	0.987
ATP5F1E	ATP5MG	0.994
RSL24D1	RPS3	0.954
IFIT2	STAT2	0.974
RPS11	RPL36AL	0.998
PSMB7	PSMB8	0.998
SNU13	SNRPE	0.998
RPL36	RPL22L1	0.996
RPS3A	EIF3M	0.996
PSMA4	PSMG2	0.976
RPL27	RPS11	0.999
MSH2	PCNA	0.997
PSMB8	UBA52	0.955
RPL14	RPL10A	0.999
RPS19	RPS27A	0.999
OAS1	IFIT1	0.995
RPS16	RPL27	0.999
SEC61B	RPL13A	0.981
ATP5PB	MT-ATP6	0.993
INPP4B	INPPL1	0.955
EIF3H	FAU	0.982
CCNB2	RACGAP1	0.958
RPL19	RPL14	0.999
NDUFB9	NDUFB6	0.999
MRPL3	MRPL11	0.997
SNRPG	LSM3	0.999
RPS4X	RPL10A	0.999
RPL27	RPS15A	0.999
PFDN1	VBP1	0.999
PSMA3	UBB	0.994
RPL6	RPS28	0.999
SECTM1	CD7	0.963
EIF3E	RPS15	0.99
MRPL18	MRPS21	0.981
MRPL13	MRPL11	0.999
RSAD2	IFIT1	0.997
NTN1	UNC5C	0.995
MRPL27	MRPL48	0.985
SKA3	BUB1	0.954
OAS3	IFIT1	0.993
MRPL22	MRPL40	0.996
RPS15	RPL13A	0.999
RPL36	RPSA	0.999
TIMM8A	TIMM23	0.996
RPL21	RPL9	0.999
JAK2	STAT1	0.998
RPS15A	RPL7A	0.999
NME7	MZT2B	0.991
PDGFB	PDGFRA	0.98
RPL7A	RPL29	0.999
TIMM8A	TIMM10	0.999
PSME2	PSMA2	0.988
HMMR	BUB1	0.982
SEMA3G	PLXNA3	0.964
TIMM9	TIMM8B	0.989
IFIT3	IRF7	0.994
RPL6	RPS19	0.999
RPL23	NIFK	0.961
RPL34	RPS15	0.999
PSMA5	PSMB4	0.999
RPLP2	RPL14	0.999
RPLP0	RPS21	0.999
MRPL3	MRPL21	0.999
NDUFA6	NDUFA4	0.999
RSL24D1	FAU	0.959
RPL35	RPL38	0.999
LSM8	SNRPG	0.999
IL1RL1	IL33	0.999
RPS13	TBL3	0.983
RPL5	RPL39	0.999
SEMA3B	PLXNA4	0.964
SNRNP40	SNRPE	0.999
GTF2B	POLR2G	0.999
UBE2L6	UBB	0.987
LSM7	EDC3	0.973
RPS25	RPS3	0.999
EIF3M	RPL14	0.974
MYL6	MYL12B	0.998
SRP9	RPS4X	0.988
RPL36AL	RPS26	0.996
ISYNA1	IMPA1	0.975
SEC61B	RPL14	0.986
ADK	AK8	0.964
SEC61B	RPL36AL	0.988
RPL13A	RPL7A	0.999
MYD88	HMGB1	0.966
RPL31	RPL10	0.999
POLR2I	GTF2H5	0.997
RPS20	EIF3E	0.993
MRPL3	MRPL17	0.999
DDX58	TLR3	0.953
BCAS2	LSM6	0.963
MRPS18C	MRPL42	0.999
SNRPD2	SART1	0.999
MRPL51	CHCHD1	0.987
IFIT3	MX1	0.994
SEC61G	RPL29	0.995
RPS20	RPL7	0.999
NDUFS5	UQCR10	0.958
NDUFB2	UQCRQ	0.985
MRPL32	MRPL1	0.988
EIF2AK2	USP18	0.965
RPLP1	RPS18	0.999
RPL11	RPS3	0.999
RPL31	RPS18	0.999
RPL36	RPS18	0.999
LSM8	SNRPD1	0.999
EIF3H	RPS27L	0.984
RPLP1	RPS29	0.999
NDUFB4	NDUFC1	0.999
RPL22L1	RPL27A	0.995
NDUFB5	NDUFA12	0.999
SNU13	SART1	0.999
RPL11	RPL12	0.999
CCNB1	ANAPC10	0.999
XAF1	MX2	0.972
RPL13A	UBA52	0.999
MRPL34	MRPL20	0.982
RPL6	RPS4X	0.999
RPL11	RPL29	0.999
PSMC2	UBA52	0.996
RPLP1	RPL22L1	0.996
SEMA3G	PLXNA1	0.964
SRP14	RPL36AL	0.989
RPS15	RPL5	0.999
SEC61G	RPL22L1	0.978
MRPL11	MRPL48	0.983
MRPL16	MRPL13	0.999
RPLP1	RPS27A	0.999
RPLP1	RPL39L	0.995
EIF3H	RPS4X	0.993
MRPS14	MRPL35	0.985
RPLP0	RPL29	0.999
RPL26L1	RPS13	0.999
IFI35	IFI27	0.96
SEC61G	RPL38	0.998
RPL37	RPL7	0.999
IFI35	IFIT1	0.989
RPS16	RPS19	0.999
NEDD8	COPS4	0.987
RPL5	RPL15	0.999
CENPA	CENPH	0.987
MRPL36	MRPL48	0.983
RPL36	RPL37A	0.999
RPL24	RPL36	0.999
UQCRH	NDUFA6	0.96
RPS13	RPS24	0.999
LFNG	NOTCH2	0.976
PSME2	PSMD10	0.954
RPL34	RPL10A	0.999
ASF1A	HIST1H3C	0.989
RSAD2	IRF7	0.995
CHCHD1	MRPL33	0.982
MRPL57	MRPL20	0.986
PSMA3	PSME2	0.994
RPL21	RPL35	0.999
PSMB7	PSMB9	0.998
PHF5A	SNRPC	0.985
JAG2	MIB2	0.995
EIF3H	RPL10A	0.982
RPL37	RPL39L	0.996
RPL27A	UBA52	0.999
IFI6	BST2	0.963
MRPL15	MRPL1	0.991
SRP9	RPS26	0.994
RPLP0	RPSA	0.999
RPS19	RPL10A	0.999
MRPL47	MRPL13	0.999
DDX58	HERC5	0.983
OAS2	GBP1	0.973
RPL26L1	RPS14	0.999
CHCHD1	MRPS22	0.985
SF3B6	SNRPD2	0.989
NDST1	GPC5	0.959
RPL19	SRP14	0.974
SNU13	NOP10	0.996
NDUFB2	NDUFA4	0.975
NEDD4L	RPS27A	0.963
OAS2	MX1	0.995
SEPTIN4	SEPTIN7	0.983
RPL32	RPS26	0.999
RPS11	RPL30	0.999
